ICD9CM,022.9,Anthrax NOS
ICD9CM,023,Brucellosis
ICD9CM,023.0,Brucella melitensis
ICD9CM,023.1,Brucella abortus
ICD9CM,023.9,Brucellosis NOS
ICD9CM,024,Glanders
ICD9CM,025,Melioidosis
ICD9CM,026,Rat-bite fever
ICD9CM,026.1,Streptobacillary fever
ICD9CM,026.9,Rat-bite fever NOS
ICD9CM,027,Other zoonotic bacterial diseases
ICD9CM,027.0,Listeriosis
ICD9CM,027.1,Erysipelothrix infection
ICD9CM,027.2,Pasteurellosis
ICD9CM,03.31,Spinal tap
ICD9CM,030,Leprosy
ICD9CM,030-041.99,OTHER BACTERIAL DISEASES
ICD9CM,030.0,Lepromatous leprosy
ICD9CM,030.1,Tuberculoid leprosy
ICD9CM,030.3,Borderline leprosy
ICD9CM,030.9,"Leprosy, unspecified"
ICD9CM,031.0,Pulmonary diseases due to other mycobacteria
ICD9CM,031.8,Other specified mycobacterial diseases
ICD9CM,031.9,Mycobacterial dis NOS
ICD9CM,032,Diphtheria
ICD9CM,032.85,Cutaneous diphtheria
ICD9CM,032.9,Diphtheria NOS
ICD9CM,033,Whooping cough
ICD9CM,033.0,Bordetella pertussis
ICD9CM,033.9,Whooping cough NOS
ICD9CM,034.0,Streptococcal sore throat
ICD9CM,034.1,Scarlet fever
ICD9CM,035,Erysipelas
ICD9CM,036,Meningococcal infection
ICD9CM,036.0,Meningococcal meningitis
ICD9CM,036.2,Meningococcemia
ICD9CM,036.9,Meningococcal infect NOS
ICD9CM,037,Tetanus
ICD9CM,038,Septicemia
ICD9CM,038.0,Streptococcal septicemia
ICD9CM,038.40,Gram-neg septicemia NOS
ICD9CM,038.9,Unspecified septicemia
ICD9CM,039,Actinomycotic infections
ICD9CM,039.0,Cutaneous actinomycotic infection
ICD9CM,039.9,Actinomycosis NOS
ICD9CM,04.81,Anesth injec periph nerv
ICD9CM,040,Other bacterial diseases
ICD9CM,040.0,Gas gangrene
ICD9CM,040.2,Whipple s disease
ICD9CM,040.41,Infant botulism
ICD9CM,040.42,Wound botulism
ICD9CM,040.82,Toxic shock syndrome
ICD9CM,040.89,Other specified bacterial diseases
ICD9CM,041.00,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.1,Staphylococcus infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.10,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified"
ICD9CM,041.11,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site
ICD9CM,041.12,Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site
ICD9CM,041.19,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus"
ICD9CM,041.2,Pneumococcus infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.4,Escherichia coli [E. coli] infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.49,E.coli infection NEC/NOS
ICD9CM,041.5,Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.6,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.7,Pseudomonas infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.81,Mycoplasma infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.84,Other anaerobe infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.85,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
ICD9CM,041.86,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site
ICD9CM,041.89,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"
ICD9CM,041.9,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"
ICD9CM,041.9|421.0,
ICD9CM,042,Human immunodeficiency virus [HIV] disease
ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
ICD9CM,045,Acute poliomyelitis
ICD9CM,045.0,Acute paralytic poliomyelitis specified as bulbar
ICD9CM,045.9,"Acute poliomyelitis, unspecified"
ICD9CM,045.90,Acute poliomyelitis; unspecified; poliovirus; unspecified type
ICD9CM,046.1,Jakob-Creutzfeldt disease
ICD9CM,046.19,Other and unspecified Creutzfeldt-Jakob disease
ICD9CM,046.2,Subacute sclerosing panencephalitis
ICD9CM,046.3,Progressive multifocal leukoencephalopathy
ICD9CM,047.9,Viral meningitis NOS
ICD9CM,049.0,Non-arthropod-borne lymphocytic choriomeningitis
ICD9CM,05.2,Sympathectomy
ICD9CM,05.31,Anesth inject symp nerve
ICD9CM,050,Smallpox
ICD9CM,050.0,Variola major
ICD9CM,050.9,Smallpox NOS
ICD9CM,051.01,Cowpox
ICD9CM,051.1,Pseudocowpox
ICD9CM,051.2,Contagious pustular derm
ICD9CM,051.9,"Paravaccinia, unspecified"
ICD9CM,052,Chickenpox
ICD9CM,052.0,Postvaricella encephalit
ICD9CM,052.7,Chickenpox with other specified complications
ICD9CM,052.9,Varicella uncomplicated
ICD9CM,053,Herpes zoster
ICD9CM,053.13,Postherpes polyneuropath
ICD9CM,053.19,Herpes zoster with other nervous system complications
ICD9CM,053.2,Herpes zoster with ophthalmic complications
ICD9CM,053.20,Herpes zoster dermatitis of eyelid
ICD9CM,053.29,Herpes zoster with other ophthalmic complications
ICD9CM,053.9,Herpes zoster without mention of complication
ICD9CM,054,Herpes simplex
ICD9CM,054.0,Eczema herpeticum
ICD9CM,054.1,Genital herpes
ICD9CM,054.10,Genital herpes NOS
ICD9CM,054.2,Herpetic gingivostomatitis
ICD9CM,054.3,Herpetic meningoencephalitis
ICD9CM,054.40,Herpes simplex with unspecified ophthalmic complication
ICD9CM,054.42,Dendritic keratitis
ICD9CM,054.43,Herpes simplex disciform keratitis
ICD9CM,054.72,H simplex meningitis
ICD9CM,054.79,Herpes simplex with other specified complications
ICD9CM,054.9,Herpes simplex without mention of complication
ICD9CM,055,Measles
ICD9CM,055.0,Postmeasles encephalitis
ICD9CM,055.1,Postmeasles pneumonia
ICD9CM,055.9,Measles without mention of complication
ICD9CM,056,Rubella
ICD9CM,056.9,Rubella without mention of complication
ICD9CM,057,Other viral exanthemata
ICD9CM,057.0,Erythema infectiosum (fifth disease)
ICD9CM,057.8,Other specified viral exanthemata
ICD9CM,057.9,Viral exanthemata NOS
ICD9CM,058.1,Roseola infantum
ICD9CM,058.10,"Roseola infantum, unspecified"
ICD9CM,058.29,Other human herpesvirus encephalitis
ICD9CM,058.81,Human herpesvirus 6 infc
ICD9CM,058.89,Other human herpesvirus infection
ICD9CM,059.01,Monkeypox
ICD9CM,06,Operations on thyroid and parathyroid glands
ICD9CM,06.4,Complete thyroidectomy
ICD9CM,06.8,Parathyroidectomy
ICD9CM,060,Yellow fever
ICD9CM,060-066.99,ARTHROPOD-BORNE VIRAL DISEASES
ICD9CM,060.9,"Yellow fever, unspecified"
ICD9CM,061,Dengue
ICD9CM,062.0,Japanese encephalitis
ICD9CM,062.2,Eastern equine encephalitis
ICD9CM,062.4,Australian encephalitis
ICD9CM,062.5,California encephalitis
ICD9CM,063,Tick-borne viral encephalitis
ICD9CM,063.0,Russian spring-summer [taiga] encephalitis
ICD9CM,063.2,Central European encephalitis
ICD9CM,063.9,Tick-borne enceph NOS
ICD9CM,065.1,Omsk hemorrhagic fever
ICD9CM,065.2,Kyasanur forest disease
ICD9CM,065.4,Mosquito-borne hemorrhagic fever
ICD9CM,065.9,Arthropod-borne hemorrhagic fever; unspecified
ICD9CM,066.3,Other mosquito-borne fever
ICD9CM,066.4,West Nile fever
ICD9CM,066.40,West Nile fever NOS
ICD9CM,066.9,"Arthropod-borne viral disease, unspecified"
ICD9CM,07.6,Hypophysectomy
ICD9CM,07.69,Total excision of pituitary gland; unspecified approach
ICD9CM,070,Viral hepatitis
ICD9CM,070.1,Viral hepatitis A without mention of hepatic coma
ICD9CM,070.3,Viral hepatitis B without mention of hepatic coma
ICD9CM,070.30,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta
ICD9CM,070.31,Viral hepatitis B without mention of hepatic coma; acute or unspecified; with hepatitis delta
ICD9CM,070.32,Viral hepatitis B without mention of hepatic coma; chronic; without mention of hepatitis delta
ICD9CM,070.52,Hepatitis delta without mention of active hepatitis B disease or hepatic coma
ICD9CM,070.53,Hepatitis E without mention of hepatic coma
ICD9CM,070.54,Chronic hepatitis C without mention of hepatic coma
ICD9CM,070.7,Unspecified viral hepatitis C
ICD9CM,070.70,Unspecified viral hepatitis C without hepatic coma
ICD9CM,070.9,Unspecified viral hepatitis without mention of hepatic coma
ICD9CM,071,Rabies
ICD9CM,072,Mumps
ICD9CM,072.8,Mumps with unspecified complication
ICD9CM,072.9,Mumps without mention of complication
ICD9CM,073,Ornithosis
ICD9CM,073.9,Ornithosis NOS
ICD9CM,074.1,Epidemic pleurodynia
ICD9CM,075,Infectious mononucleosis
ICD9CM,076,Trachoma
ICD9CM,076.9,Trachoma NOS
ICD9CM,077.0,Inclusion conjunctivitis
ICD9CM,077.4,Epidemic hemorrhagic conjunctivitis
ICD9CM,077.98,Unspecified diseases of conjunctiva due to Chlamydiae
ICD9CM,077.99,Unspecified diseases of conjunctiva due to viruses
ICD9CM,078.0,Molluscum contagiosum
ICD9CM,078.1,Viral warts
ICD9CM,078.10,"Viral warts, unspecified"
ICD9CM,078.11,Condyloma acuminatum
ICD9CM,078.12,Plantar wart
ICD9CM,078.19,Other specified viral warts
ICD9CM,078.3,Cat-scratch disease
ICD9CM,078.5,Cytomegaloviral disease
ICD9CM,078.7,Arenaviral hemorrhagic fever
ICD9CM,078.81,Epidemic vertigo
ICD9CM,078.89,Other specified diseases due to viruses
ICD9CM,079.0,Adenovirus infection in conditions classified elsewhere and of unspecified site
ICD9CM,079.4,Human papillomavirus in conditions classified elsewhere and of unspecified site
ICD9CM,079.50,Unspecified Retrovirus infection in conditions classified elsewhere and of unspecified site
ICD9CM,079.53,"Human immunodeficiency virus, type 2 [HIV-2]"
ICD9CM,079.6,Respiratory syncytial virus (RSV)
ICD9CM,079.81,Hantavirus infection in conditions classified elsewhere and of unspecified site
ICD9CM,079.82,SARS assoc coronavirus
ICD9CM,079.88,Other specified chlamydial infection in conditions classified elsewhere and of unspecified site
ICD9CM,079.89,Other specified viral infection
ICD9CM,079.98,Unspecified chlamydial infection
ICD9CM,079.99,Unspecified viral infection
ICD9CM,079.99|360.00,
ICD9CM,08-16.99,OPERATIONS ON THE EYE
ICD9CM,080,Louse-borne (epidemic) typhus
ICD9CM,081.0,Murine (endemic) typhus
ICD9CM,081.2,Scrub typhus
ICD9CM,081.9,"Typhus, unspecified"
ICD9CM,082.0,Spotted fevers
ICD9CM,082.3,Queensland tick typhus
ICD9CM,082.4,Ehrlichiosis
ICD9CM,082.40,Ehrlichiosis NOS
ICD9CM,083.0,Q fever
ICD9CM,083.2,Rickettsialpox
ICD9CM,083.8,Other specified rickettsioses
ICD9CM,083.9,"Rickettsiosis, unspecified"
ICD9CM,084,Malaria
ICD9CM,084.0,Falciparum malaria
ICD9CM,084.1,Vivax malaria
ICD9CM,084.2,Quartan malaria
ICD9CM,084.3,Ovale malaria
ICD9CM,084.6,Malaria NOS
ICD9CM,084.9,Other pernicious complications of malaria
ICD9CM,085,Leishmaniasis
ICD9CM,085.0,Visceral [kala-azar] leishmaniasis
ICD9CM,085.1,Cutaneous leishmaniasis; urban
ICD9CM,085.4,Cutaneous leishmaniasis; American
ICD9CM,085.5,Mucocutan leishmaniasis
ICD9CM,085.9,Leishmaniasis NOS
ICD9CM,086,Trypanosomiasis
ICD9CM,086.2,Chagas  disease without mention of organ involvement
ICD9CM,086.3,Gambian trypanosomiasis
ICD9CM,086.5,African trypanosoma NOS
ICD9CM,086.9,Trypanosomiasis NOS
ICD9CM,087,Relapsing fever
ICD9CM,087.9,"Relapsing fever, unspecified"
ICD9CM,088.0,Bartonellosis
ICD9CM,088.81,Lyme Disease
ICD9CM,088.82,Babesiosis
ICD9CM,090,Congenital syphilis
ICD9CM,090-099.99,SYPHILIS AND OTHER VENEREAL DISEASES
ICD9CM,090.9,Congenital syphilis NOS
ICD9CM,091.2,Other primary syphilis
ICD9CM,094,Neurosyphilis
ICD9CM,094.0,Tabes dorsalis
ICD9CM,094.1,General paresis
ICD9CM,094.9,Neurosyphilis NOS
ICD9CM,097,Other and unspecified syphilis
ICD9CM,097.1,Latent syphilis NOS
ICD9CM,097.9,Syphilis NOS
ICD9CM,098,Gonococcal infections
ICD9CM,098.0,Gonococcal infection (acute) of lower genitourinary tract
ICD9CM,098.15,Gonococcal cervicitis (acute)
ICD9CM,098.40,Gonococcal conjunctivitis (neonatorum)
ICD9CM,098.89,Gonococcal infection of other specified sites
ICD9CM,099.0,Chancroid
ICD9CM,099.1,Lymphogranuloma venereum
ICD9CM,099.2,Granuloma inguinale
ICD9CM,099.3,Reiter s disease
ICD9CM,099.40,"Other nongonococcal urethritis, unspecified"
ICD9CM,099.9,Venereal disease NOS
ICD9CM,10,Operations on conjunctiva
ICD9CM,100,Leptospirosis
ICD9CM,100.0,Leptospirosis icterohemorrhagica
ICD9CM,100.8,Other specified leptospiral infections
ICD9CM,100.89,Other specified leptospiral infections
ICD9CM,100.9,"Leptospirosis, unspecified"
ICD9CM,101,Vincent's angina
ICD9CM,102,Yaws
ICD9CM,102.9,"Yaws, unspecified"
ICD9CM,103,Pinta
ICD9CM,103.9,Pinta NOS
ICD9CM,104.0,Nonvenereal endemic syph
ICD9CM,104.9,"Spirochetal infection, unspecified"
ICD9CM,11,Operations on cornea
ICD9CM,11.5,Repair of cornea
ICD9CM,11.6,Corneal transplant
ICD9CM,11.60,"Corneal transplant, not otherwise specified"
ICD9CM,11.75,RADIAL KERATOTOMY
ICD9CM,110,Dermatophytosis
ICD9CM,110-118.99,
ICD9CM,110.0,Dermatophytosis of scalp and beard
ICD9CM,110.1,Dermatophytosis of nail
ICD9CM,110.2,Dermatophytosis of hand
ICD9CM,110.3,Dermatophytosis of groin and perianal area
ICD9CM,110.4,Dermatophytosis of foot
ICD9CM,110.5,Dermatophytosis of the body
ICD9CM,110.6,Deep seated dermatophytosis
ICD9CM,110.8,Dermatophytosis of other specified sites
ICD9CM,110.9,Dermatophytosis site NOS
ICD9CM,111,"Dermatomycosis, other and unspecified"
ICD9CM,111.0,Pityriasis versicolor
ICD9CM,111.2,Tinea blanca
ICD9CM,111.8,Other specified dermatomycoses
ICD9CM,111.9,Dermatomycosis NOS
ICD9CM,112,Candidiasis
ICD9CM,112.0,Candidiasis of mouth
ICD9CM,112.1,Candidiasis of vulva and vagina
ICD9CM,112.2,Candidiasis of other urogenital sites
ICD9CM,112.3,Candidiasis of skin and nails
ICD9CM,112.5,Disseminated candidiasis
ICD9CM,112.8,Candidiasis of other specified sites
ICD9CM,112.84,Candidal esophagitis
ICD9CM,112.85,Candidal enteritis
ICD9CM,112.89,Other candidiasis of other specified sites
ICD9CM,112.9,Candidiasis of unspecified site
ICD9CM,114,Coccidioidomycosis
ICD9CM,114.0,Primary coccidioidomycosis (pulmonary)
ICD9CM,114.2,Coccidioidal meningitis
ICD9CM,114.5,Pulmonary coccidioidomycosis; unspecified
ICD9CM,114.9,Coccidioidomycosis NOS
ICD9CM,115,Histoplasmosis
ICD9CM,115.0,Infection by Histoplasma capsulatum
ICD9CM,115.00,"Infection by Histoplasma capsulatum, without mention of manifestation"
ICD9CM,115.9,"Histoplasmosis, unspecified"
ICD9CM,115.90,"Histoplasmosis, unspecified, without mention of manifestation"
ICD9CM,116,Blastomycotic infection
ICD9CM,116.0,Blastomycosis
ICD9CM,116.1,Paracoccidioidomycosis
ICD9CM,117,Other mycoses
ICD9CM,117.1,Sporotrichosis
ICD9CM,117.2,Chromoblastomycosis
ICD9CM,117.3,Aspergillosis
ICD9CM,117.4,Mycotic mycetomas
ICD9CM,117.5,Cryptococcosis
ICD9CM,117.7,Zygomycosis
ICD9CM,117.9,Other and unspecified mycoses
ICD9CM,118,Opportunistic mycoses
ICD9CM,12.6,Scleral fistulization
ICD9CM,12.64,Trabeculectomy ab externo
ICD9CM,120,Schistosomiasis [bilharziasis]
ICD9CM,120-129.99,
ICD9CM,120.0,Schistosoma haematobium
ICD9CM,120.1,Schistosoma mansoni
ICD9CM,120.2,Schistosoma japonicum
ICD9CM,120.9,"Schistosomiasis, unspecified"
ICD9CM,121.0,Opisthorchiasis
ICD9CM,121.1,Clonorchiasis
ICD9CM,121.2,Paragonimiasis
ICD9CM,121.3,Fascioliasis
ICD9CM,121.4,Fasciolopsiasis
ICD9CM,121.9,"Trematode infection, unspecified"
ICD9CM,122,Echinococcosis
ICD9CM,122.9,"Echinococcosis, other and unspecified"
ICD9CM,123.0,Taenia solium infection; intestinal form
ICD9CM,123.1,Cysticercosis
ICD9CM,123.2,Taenia saginata infect
ICD9CM,123.3,"Taeniasis, unspecified"
ICD9CM,123.4,Diphyllobothrias intest
ICD9CM,123.6,Hymenolepiasis
ICD9CM,123.8,Other specified cestode infection
ICD9CM,123.9,Cestode infection NOS
ICD9CM,124,Trichinosis
ICD9CM,125.0,Bancroftian filariasis
ICD9CM,125.2,Loiasis
ICD9CM,125.3,Onchocerciasis
ICD9CM,125.5,Mansonella ozzardi infection
ICD9CM,125.7,Dracontiasis
ICD9CM,125.9,Filariasis NOS
ICD9CM,126.0,Ancylostomiasis due to ancylostoma duodenale
ICD9CM,126.1,Necator americanus
ICD9CM,126.8,Ancylostoma NEC
ICD9CM,126.9,"Ancylostomiasis and necatoriasis, unspecified"
ICD9CM,127.0,Ascariasis
ICD9CM,127.1,Anisakiasis
ICD9CM,127.2,Strongyloidiasis
ICD9CM,127.3,Trichuriasis
ICD9CM,127.4,Enterobiasis
ICD9CM,127.6,Trichostrongyliasis
ICD9CM,127.9,Intestinal helminthiasis; unspecified
ICD9CM,128,Other and unspecified helminthiases
ICD9CM,128.0,Toxocariasis
ICD9CM,128.1,Gnathostomiasis
ICD9CM,128.9,"Helminth infection, unspecified"
ICD9CM,129,Intestin parasitism NOS
ICD9CM,13,Operations on lens
ICD9CM,13.7,Insertion of prosthetic lens [pseudophakos]
ICD9CM,13.70,Insert pseudophakos NOS
ICD9CM,130,Toxoplasmosis
ICD9CM,130-136.99,OTHER INFECTIOUS AND PARASITIC DISEASES
ICD9CM,130.0,Meningoencephalitis due to toxoplasmosis
ICD9CM,130.7,Toxoplasmosis of other specified sites
ICD9CM,130.9,Toxoplasmosis NOS
ICD9CM,131,Trichomoniasis
ICD9CM,131.0,Urogenital trichomoniasis
ICD9CM,131.00,Urogenital trichomon NOS
ICD9CM,131.01,Trichomonal vulvovaginitis
ICD9CM,131.9,Trichomoniasis NOS
ICD9CM,132,Pediculosis and phthirus infestation
ICD9CM,132.0,Pediculus capitis
ICD9CM,132.1,Pediculus corporis [body louse]
ICD9CM,132.2,Phthirus pubis
ICD9CM,132.9,Pediculosis NOS
ICD9CM,133,Acariasis
ICD9CM,133.0,Scabies
ICD9CM,133.9,"Acariasis, unspecified"
ICD9CM,134.0,Myiasis
ICD9CM,134.1,Other arthropod infestation
ICD9CM,134.2,Hirudiniasis
ICD9CM,134.8,Other specified infestations
ICD9CM,134.9,Infestation NOS
ICD9CM,135,Sarcoidosis
ICD9CM,136,Other and unspecified infectious and parasitic diseases
ICD9CM,136.1,Behcet s syndrome
ICD9CM,136.29,Other specific infections by free-living amebae
ICD9CM,136.3,Pneumocystosis
ICD9CM,136.8,Other specified infectious and parasitic diseases
ICD9CM,136.9,Unspecified infectious and parasitic diseases
ICD9CM,14.7,Operations on vitreous
ICD9CM,14.75,Injection of vitreous substitute
ICD9CM,140-149.99,"MALIGNANT NEOPLASM OF LIP, ORAL CAVITY, AND PHARYNX"
ICD9CM,140-239.99,
ICD9CM,141.9,Malignant neoplasm of tongue; unspecified
ICD9CM,145.9,Malignant neoplasm of mouth; unspecified
ICD9CM,147,Malignant neoplasm of nasopharynx
ICD9CM,147.9,Malignant neoplasm of nasopharynx; unspecified
ICD9CM,149.8,Malignant neoplasm of other sites within the lip and oral cavity
ICD9CM,150,Malignant neoplasm of esophagus
ICD9CM,150.9,Malignant neoplasm of esophagus; unspecified
ICD9CM,151,Malignant neoplasm of stomach
ICD9CM,151.9,Malig neopl stomach NOS
ICD9CM,152.9,"Malignant neoplasm of small intestine, unspecified site"
ICD9CM,153,Malignant neoplasm of colon
ICD9CM,153.9,Malignant neoplasm of colon; unspecified
ICD9CM,154.1,Malignant neoplasm of rectum
ICD9CM,154.2,Malignant neoplasm of anal canal
ICD9CM,155.0,Malignant neoplasm of liver; primary
ICD9CM,155.2,Malignant neoplasm of liver; not specified as primary or secondary
ICD9CM,156,Malignant neoplasm of gallbladder and extrahepatic bile ducts
ICD9CM,156.9,Malig neo biliary NOS
ICD9CM,157,Malignant neoplasm of pancreas
ICD9CM,157.4,Mal neo islet langerhans
ICD9CM,157.9,Malig neo pancreas NOS
ICD9CM,158.9,Malignant neoplasm of peritoneum; unspecified
ICD9CM,159.0,Malig neo intestine NOS
ICD9CM,159.1,"Malignant neoplasm of spleen, not elsewhere classified"
ICD9CM,159.9,Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
ICD9CM,16.21,Ophthalmoscopy
ICD9CM,161,Malignant neoplasm of larynx
ICD9CM,161.9,"Malignant neoplasm of larynx, unspecified"
ICD9CM,162.9,"Malignant neoplasm of bronchus and lung, unspecified"
ICD9CM,163.9,Malignant neoplasm of pleura; unspecified
ICD9CM,164.1,Malignant neoplasm of heart
ICD9CM,170.9,Malignant neoplasm of bone and articular cartilage; site unspecified
ICD9CM,171,Malignant neoplasm of connective and other soft tissue
ICD9CM,171.9,"Malignant neoplasm of connective and other soft tissue, site unspecified"
ICD9CM,172,Malignant melanoma of skin
ICD9CM,172.9,Melanoma of skin; site unspecified
ICD9CM,173.5,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum"
ICD9CM,173.9,"Other and unspecified malignant neoplasm of skin, site unspecified"
ICD9CM,173.91,Basal cell carcinoma of skin; site unspecified
ICD9CM,173.99,Other specified malignant neoplasm of skin; site unspecified
ICD9CM,174,Malignant neoplasm of female breast
ICD9CM,174.8,Malignant neoplasm of other specified sites of female breast
ICD9CM,174.9,Malignant neoplasm of breast (female); unspecified
ICD9CM,175,Malignant neoplasm of male breast
ICD9CM,175.9,Malignant neoplasm of other and unspecified sites of male breast
ICD9CM,176,Kaposi's sarcoma
ICD9CM,176.0,"Kaposi s sarcoma, skin"
ICD9CM,176.9,"Kaposi s sarcoma, unspecified site"
ICD9CM,179,Malig neopl uterus NOS
ICD9CM,180,Malignant neoplasm of cervix uteri
ICD9CM,180.9,"Malignant neoplasm of cervix uteri, unspecified site"
ICD9CM,181,Malignant neoplasm of placenta
ICD9CM,182,Malignant neoplasm of body of uterus
ICD9CM,182.0,Malignant neoplasm of corpus uteri; except isthmus
ICD9CM,183.0,Malign neopl ovary
ICD9CM,183.2,Mal neo fallopian tube
ICD9CM,184.0,Malign neopl vagina
ICD9CM,184.3,Malignant neoplasm of clitoris
ICD9CM,184.4,Malign neopl vulva NOS
ICD9CM,185,Malignant neoplasm of prostate
ICD9CM,186,Malignant neoplasm of testis
ICD9CM,186.9,Malignant neoplasm of other and unspecified testis
ICD9CM,187.4,Malig neo penis NOS
ICD9CM,188,Malignant neoplasm of bladder
ICD9CM,188.9,"Malignant neoplasm of bladder, part unspecified"
ICD9CM,189,Malignant neoplasm of kidney and other and unspecified urinary organs
ICD9CM,189.0,Malignant neoplasm of kidney; except pelvis
ICD9CM,190,Malignant neoplasm of eye
ICD9CM,190.5,Malignant neoplasm of retina
ICD9CM,190.9,Malign neopl eye NOS
ICD9CM,191,Malignant neoplasm of brain
ICD9CM,191.7,Malignant neoplasm of brain stem
ICD9CM,191.9,Malig neo brain NOS
ICD9CM,192.1,Malignant neoplasm of cerebral meninges
ICD9CM,193,Malignant neoplasm of thyroid gland
ICD9CM,194.0,Malignant neoplasm of adrenal gland
ICD9CM,194.1,Malignant neoplasm of parathyroid gland
ICD9CM,194.8,Malignant neoplasm of other endocrine glands and related structures
